image_path pid camid material
.\MVB_train\Image\3239_g_1.jpg 3239 g_1 others
.\MVB_train\Image\3239_g_2.jpg 3239 g_2 others
.\MVB_train\Image\3239_g_3.jpg 3239 g_3 others
.\MVB_train\Image\3239_p_3.jpg 3239 p_3 others
.\MVB_train\Image\3239_p_4.jpg 3239 p_4 others
.\MVB_train\Image\3240_g_1.jpg 3240 g_1 others
.\MVB_train\Image\3240_g_2.jpg 3240 g_2 others
.\MVB_train\Image\3240_g_3.jpg 3240 g_3 others
.\MVB_train\Image\3240_p_3.jpg 3240 p_3 others
.\MVB_train\Image\3241_g_1.jpg 3241 g_1 soft
.\MVB_train\Image\3241_g_2.jpg 3241 g_2 soft
.\MVB_train\Image\3241_g_3.jpg 3241 g_3 soft
.\MVB_train\Image\3241_p_3.jpg 3241 p_3 soft
.\MVB_train\Image\3241_p_4.jpg 3241 p_4 soft
.\MVB_train\Image\3242_g_1.jpg 3242 g_1 others
.\MVB_train\Image\3242_g_2.jpg 3242 g_2 others
.\MVB_train\Image\3242_g_3.jpg 3242 g_3 others
.\MVB_train\Image\3242_p_3.jpg 3242 p_3 others
.\MVB_train\Image\3242_p_4.jpg 3242 p_4 others
.\MVB_train\Image\3243_g_1.jpg 3243 g_1 soft
.\MVB_train\Image\3243_g_2.jpg 3243 g_2 soft
.\MVB_train\Image\3243_g_3.jpg 3243 g_3 soft
.\MVB_train\Image\3243_p_3.jpg 3243 p_3 soft
.\MVB_train\Image\3243_p_4.jpg 3243 p_4 soft
.\MVB_train\Image\3244_g_2.jpg 3244 g_2 soft
.\MVB_train\Image\3244_g_3.jpg 3244 g_3 soft
.\MVB_train\Image\3244_p_4.jpg 3244 p_4 soft
.\MVB_train\Image\3245_g_1.jpg 3245 g_1 hard
.\MVB_train\Image\3245_g_2.jpg 3245 g_2 hard
.\MVB_train\Image\3245_g_3.jpg 3245 g_3 hard
.\MVB_train\Image\3245_p_3.jpg 3245 p_3 hard
.\MVB_train\Image\3246_g_1.jpg 3246 g_1 hard
.\MVB_train\Image\3246_g_2.jpg 3246 g_2 hard
.\MVB_train\Image\3246_g_3.jpg 3246 g_3 hard
.\MVB_train\Image\3246_p_1.jpg 3246 p_1 hard
.\MVB_train\Image\3246_p_2.jpg 3246 p_2 hard
.\MVB_train\Image\3246_p_3.jpg 3246 p_3 hard
.\MVB_train\Image\3246_p_4.jpg 3246 p_4 hard
.\MVB_train\Image\3247_g_1.jpg 3247 g_1 hard
.\MVB_train\Image\3247_g_2.jpg 3247 g_2 hard
.\MVB_train\Image\3247_g_3.jpg 3247 g_3 hard
.\MVB_train\Image\3247_p_3.jpg 3247 p_3 hard
.\MVB_train\Image\3247_p_4.jpg 3247 p_4 hard
.\MVB_train\Image\3248_g_1.jpg 3248 g_1 hard
.\MVB_train\Image\3248_g_2.jpg 3248 g_2 hard
.\MVB_train\Image\3248_g_3.jpg 3248 g_3 hard
.\MVB_train\Image\3248_p_3.jpg 3248 p_3 hard
.\MVB_train\Image\3249_g_1.jpg 3249 g_1 hard
.\MVB_train\Image\3249_g_2.jpg 3249 g_2 hard
.\MVB_train\Image\3249_g_3.jpg 3249 g_3 hard
.\MVB_train\Image\3249_p_3.jpg 3249 p_3 hard
.\MVB_train\Image\3249_p_4.jpg 3249 p_4 hard
.\MVB_train\Image\3250_g_1.jpg 3250 g_1 hard
.\MVB_train\Image\3250_g_2.jpg 3250 g_2 hard
.\MVB_train\Image\3250_g_3.jpg 3250 g_3 hard
.\MVB_train\Image\3250_p_2.jpg 3250 p_2 hard
.\MVB_train\Image\3250_p_3.jpg 3250 p_3 hard
.\MVB_train\Image\3250_p_4.jpg 3250 p_4 hard
.\MVB_train\Image\3251_g_1.jpg 3251 g_1 hard
.\MVB_train\Image\3251_g_2.jpg 3251 g_2 hard
.\MVB_train\Image\3251_g_3.jpg 3251 g_3 hard
.\MVB_train\Image\3251_p_1.jpg 3251 p_1 hard
.\MVB_train\Image\3251_p_3.jpg 3251 p_3 hard
.\MVB_train\Image\3251_p_4.jpg 3251 p_4 hard
.\MVB_train\Image\3252_g_1.jpg 3252 g_1 hard
.\MVB_train\Image\3252_g_2.jpg 3252 g_2 hard
.\MVB_train\Image\3252_g_3.jpg 3252 g_3 hard
.\MVB_train\Image\3252_p_3.jpg 3252 p_3 hard
.\MVB_train\Image\3253_g_1.jpg 3253 g_1 hard
.\MVB_train\Image\3253_g_2.jpg 3253 g_2 hard
.\MVB_train\Image\3253_g_3.jpg 3253 g_3 hard
.\MVB_train\Image\3253_p_2.jpg 3253 p_2 hard
.\MVB_train\Image\3253_p_3.jpg 3253 p_3 hard
.\MVB_train\Image\3253_p_4.jpg 3253 p_4 hard
.\MVB_train\Image\3254_g_1.jpg 3254 g_1 hard
.\MVB_train\Image\3254_g_2.jpg 3254 g_2 hard
.\MVB_train\Image\3254_g_3.jpg 3254 g_3 hard
.\MVB_train\Image\3254_p_3.jpg 3254 p_3 hard
.\MVB_train\Image\3254_p_4.jpg 3254 p_4 hard
.\MVB_train\Image\3255_g_1.jpg 3255 g_1 hard
.\MVB_train\Image\3255_g_2.jpg 3255 g_2 hard
.\MVB_train\Image\3255_g_3.jpg 3255 g_3 hard
.\MVB_train\Image\3255_p_3.jpg 3255 p_3 hard
.\MVB_train\Image\3256_g_1.jpg 3256 g_1 hard
.\MVB_train\Image\3256_g_2.jpg 3256 g_2 hard
.\MVB_train\Image\3256_g_3.jpg 3256 g_3 hard
.\MVB_train\Image\3256_p_3.jpg 3256 p_3 hard
.\MVB_train\Image\3256_p_4.jpg 3256 p_4 hard
.\MVB_train\Image\3257_g_1.jpg 3257 g_1 hard
.\MVB_train\Image\3257_g_2.jpg 3257 g_2 hard
.\MVB_train\Image\3257_g_3.jpg 3257 g_3 hard
.\MVB_train\Image\3257_p_3.jpg 3257 p_3 hard
.\MVB_train\Image\3257_p_4.jpg 3257 p_4 hard
.\MVB_train\Image\3258_g_1.jpg 3258 g_1 soft
.\MVB_train\Image\3258_g_2.jpg 3258 g_2 soft
.\MVB_train\Image\3258_g_3.jpg 3258 g_3 soft
.\MVB_train\Image\3258_p_3.jpg 3258 p_3 soft
.\MVB_train\Image\3258_p_4.jpg 3258 p_4 soft
.\MVB_train\Image\3259_g_1.jpg 3259 g_1 hard
.\MVB_train\Image\3259_g_2.jpg 3259 g_2 hard
.\MVB_train\Image\3259_g_3.jpg 3259 g_3 hard
.\MVB_train\Image\3259_p_3.jpg 3259 p_3 hard
.\MVB_train\Image\3259_p_4.jpg 3259 p_4 hard
.\MVB_train\Image\3260_g_1.jpg 3260 g_1 soft
.\MVB_train\Image\3260_g_2.jpg 3260 g_2 soft
.\MVB_train\Image\3260_g_3.jpg 3260 g_3 soft
.\MVB_train\Image\3260_p_1.jpg 3260 p_1 soft
.\MVB_train\Image\3260_p_2.jpg 3260 p_2 soft
.\MVB_train\Image\3260_p_3.jpg 3260 p_3 soft
.\MVB_train\Image\3261_g_1.jpg 3261 g_1 hard
.\MVB_train\Image\3261_g_2.jpg 3261 g_2 hard
.\MVB_train\Image\3261_g_3.jpg 3261 g_3 hard
.\MVB_train\Image\3261_p_1.jpg 3261 p_1 hard
.\MVB_train\Image\3261_p_2.jpg 3261 p_2 hard
.\MVB_train\Image\3261_p_3.jpg 3261 p_3 hard
.\MVB_train\Image\3261_p_4.jpg 3261 p_4 hard
.\MVB_train\Image\3262_g_1.jpg 3262 g_1 soft
.\MVB_train\Image\3262_g_2.jpg 3262 g_2 soft
.\MVB_train\Image\3262_g_3.jpg 3262 g_3 soft
.\MVB_train\Image\3262_p_1.jpg 3262 p_1 soft
.\MVB_train\Image\3262_p_2.jpg 3262 p_2 soft
.\MVB_train\Image\3262_p_4.jpg 3262 p_4 soft
.\MVB_train\Image\3263_g_1.jpg 3263 g_1 hard
.\MVB_train\Image\3263_g_2.jpg 3263 g_2 hard
.\MVB_train\Image\3263_g_3.jpg 3263 g_3 hard
.\MVB_train\Image\3263_p_3.jpg 3263 p_3 hard
.\MVB_train\Image\3264_g_1.jpg 3264 g_1 hard
.\MVB_train\Image\3264_g_2.jpg 3264 g_2 hard
.\MVB_train\Image\3264_g_3.jpg 3264 g_3 hard
.\MVB_train\Image\3264_p_3.jpg 3264 p_3 hard
.\MVB_train\Image\3264_p_4.jpg 3264 p_4 hard
.\MVB_train\Image\3265_g_1.jpg 3265 g_1 hard
.\MVB_train\Image\3265_g_2.jpg 3265 g_2 hard
.\MVB_train\Image\3265_g_3.jpg 3265 g_3 hard
.\MVB_train\Image\3265_p_1.jpg 3265 p_1 hard
.\MVB_train\Image\3265_p_2.jpg 3265 p_2 hard
.\MVB_train\Image\3265_p_3.jpg 3265 p_3 hard
.\MVB_train\Image\3265_p_4.jpg 3265 p_4 hard
.\MVB_train\Image\3266_g_1.jpg 3266 g_1 hard
.\MVB_train\Image\3266_g_2.jpg 3266 g_2 hard
.\MVB_train\Image\3266_g_3.jpg 3266 g_3 hard
.\MVB_train\Image\3266_p_3.jpg 3266 p_3 hard
.\MVB_train\Image\3266_p_4.jpg 3266 p_4 hard
.\MVB_train\Image\3267_g_1.jpg 3267 g_1 hard
.\MVB_train\Image\3267_g_2.jpg 3267 g_2 hard
.\MVB_train\Image\3267_g_3.jpg 3267 g_3 hard
.\MVB_train\Image\3267_p_3.jpg 3267 p_3 hard
.\MVB_train\Image\3267_p_4.jpg 3267 p_4 hard
.\MVB_train\Image\3268_g_1.jpg 3268 g_1 hard
.\MVB_train\Image\3268_g_2.jpg 3268 g_2 hard
.\MVB_train\Image\3268_g_3.jpg 3268 g_3 hard
.\MVB_train\Image\3268_p_2.jpg 3268 p_2 hard
.\MVB_train\Image\3268_p_3.jpg 3268 p_3 hard
.\MVB_train\Image\3268_p_4.jpg 3268 p_4 hard
.\MVB_train\Image\3269_g_1.jpg 3269 g_1 hard
.\MVB_train\Image\3269_g_2.jpg 3269 g_2 hard
.\MVB_train\Image\3269_g_3.jpg 3269 g_3 hard
.\MVB_train\Image\3269_p_1.jpg 3269 p_1 hard
.\MVB_train\Image\3269_p_2.jpg 3269 p_2 hard
.\MVB_train\Image\3269_p_4.jpg 3269 p_4 hard
.\MVB_train\Image\3270_g_1.jpg 3270 g_1 soft
.\MVB_train\Image\3270_g_2.jpg 3270 g_2 soft
.\MVB_train\Image\3270_g_3.jpg 3270 g_3 soft
.\MVB_train\Image\3270_p_3.jpg 3270 p_3 soft
.\MVB_train\Image\3271_g_1.jpg 3271 g_1 soft
.\MVB_train\Image\3271_g_2.jpg 3271 g_2 soft
.\MVB_train\Image\3271_g_3.jpg 3271 g_3 soft
.\MVB_train\Image\3271_p_3.jpg 3271 p_3 soft
.\MVB_train\Image\3271_p_4.jpg 3271 p_4 soft
.\MVB_train\Image\3272_g_1.jpg 3272 g_1 soft
.\MVB_train\Image\3272_g_2.jpg 3272 g_2 soft
.\MVB_train\Image\3272_g_3.jpg 3272 g_3 soft
.\MVB_train\Image\3272_p_3.jpg 3272 p_3 soft
.\MVB_train\Image\3272_p_4.jpg 3272 p_4 soft
.\MVB_train\Image\3273_g_1.jpg 3273 g_1 hard
.\MVB_train\Image\3273_g_2.jpg 3273 g_2 hard
.\MVB_train\Image\3273_g_3.jpg 3273 g_3 hard
.\MVB_train\Image\3273_p_3.jpg 3273 p_3 hard
.\MVB_train\Image\3273_p_4.jpg 3273 p_4 hard
.\MVB_train\Image\3274_g_1.jpg 3274 g_1 hard
.\MVB_train\Image\3274_g_2.jpg 3274 g_2 hard
.\MVB_train\Image\3274_g_3.jpg 3274 g_3 hard
.\MVB_train\Image\3274_p_3.jpg 3274 p_3 hard
.\MVB_train\Image\3274_p_4.jpg 3274 p_4 hard
.\MVB_train\Image\3275_g_1.jpg 3275 g_1 hard
.\MVB_train\Image\3275_g_2.jpg 3275 g_2 hard
.\MVB_train\Image\3275_g_3.jpg 3275 g_3 hard
.\MVB_train\Image\3275_p_3.jpg 3275 p_3 hard
.\MVB_train\Image\3275_p_4.jpg 3275 p_4 hard
.\MVB_train\Image\3276_g_1.jpg 3276 g_1 hard
.\MVB_train\Image\3276_g_2.jpg 3276 g_2 hard
.\MVB_train\Image\3276_g_3.jpg 3276 g_3 hard
.\MVB_train\Image\3276_p_4.jpg 3276 p_4 hard
.\MVB_train\Image\3277_g_1.jpg 3277 g_1 hard
.\MVB_train\Image\3277_g_2.jpg 3277 g_2 hard
.\MVB_train\Image\3277_g_3.jpg 3277 g_3 hard
.\MVB_train\Image\3277_p_3.jpg 3277 p_3 hard
.\MVB_train\Image\3277_p_4.jpg 3277 p_4 hard
.\MVB_train\Image\3278_g_1.jpg 3278 g_1 hard
.\MVB_train\Image\3278_g_2.jpg 3278 g_2 hard
.\MVB_train\Image\3278_g_3.jpg 3278 g_3 hard
.\MVB_train\Image\3278_p_3.jpg 3278 p_3 hard
.\MVB_train\Image\3278_p_4.jpg 3278 p_4 hard
.\MVB_train\Image\3279_g_1.jpg 3279 g_1 soft
.\MVB_train\Image\3279_g_2.jpg 3279 g_2 soft
.\MVB_train\Image\3279_g_3.jpg 3279 g_3 soft
.\MVB_train\Image\3279_p_2.jpg 3279 p_2 soft
.\MVB_train\Image\3279_p_3.jpg 3279 p_3 soft
.\MVB_train\Image\3280_g_1.jpg 3280 g_1 soft
.\MVB_train\Image\3280_g_2.jpg 3280 g_2 soft
.\MVB_train\Image\3280_g_3.jpg 3280 g_3 soft
.\MVB_train\Image\3280_p_3.jpg 3280 p_3 soft
.\MVB_train\Image\3280_p_4.jpg 3280 p_4 soft
.\MVB_train\Image\3281_g_1.jpg 3281 g_1 hard
.\MVB_train\Image\3281_g_2.jpg 3281 g_2 hard
.\MVB_train\Image\3281_g_3.jpg 3281 g_3 hard
.\MVB_train\Image\3281_p_3.jpg 3281 p_3 hard
.\MVB_train\Image\3281_p_4.jpg 3281 p_4 hard
.\MVB_train\Image\3282_g_1.jpg 3282 g_1 soft
.\MVB_train\Image\3282_g_2.jpg 3282 g_2 soft
.\MVB_train\Image\3282_g_3.jpg 3282 g_3 soft
.\MVB_train\Image\3282_p_2.jpg 3282 p_2 soft
.\MVB_train\Image\3282_p_3.jpg 3282 p_3 soft
.\MVB_train\Image\3282_p_4.jpg 3282 p_4 soft
.\MVB_train\Image\3283_g_1.jpg 3283 g_1 hard
.\MVB_train\Image\3283_g_2.jpg 3283 g_2 hard
.\MVB_train\Image\3283_g_3.jpg 3283 g_3 hard
.\MVB_train\Image\3283_p_3.jpg 3283 p_3 hard
.\MVB_train\Image\3283_p_4.jpg 3283 p_4 hard
.\MVB_train\Image\3284_g_1.jpg 3284 g_1 hard
.\MVB_train\Image\3284_g_2.jpg 3284 g_2 hard
.\MVB_train\Image\3284_g_3.jpg 3284 g_3 hard
.\MVB_train\Image\3284_p_1.jpg 3284 p_1 hard
.\MVB_train\Image\3284_p_2.jpg 3284 p_2 hard
.\MVB_train\Image\3284_p_3.jpg 3284 p_3 hard
.\MVB_train\Image\3285_g_1.jpg 3285 g_1 hard
.\MVB_train\Image\3285_g_2.jpg 3285 g_2 hard
.\MVB_train\Image\3285_g_3.jpg 3285 g_3 hard
.\MVB_train\Image\3285_p_3.jpg 3285 p_3 hard
.\MVB_train\Image\3285_p_4.jpg 3285 p_4 hard
.\MVB_train\Image\3286_g_1.jpg 3286 g_1 soft
.\MVB_train\Image\3286_g_2.jpg 3286 g_2 soft
.\MVB_train\Image\3286_g_3.jpg 3286 g_3 soft
.\MVB_train\Image\3286_p_3.jpg 3286 p_3 soft
.\MVB_train\Image\3286_p_4.jpg 3286 p_4 soft
.\MVB_train\Image\3287_g_1.jpg 3287 g_1 hard
.\MVB_train\Image\3287_g_2.jpg 3287 g_2 hard
.\MVB_train\Image\3287_g_3.jpg 3287 g_3 hard
.\MVB_train\Image\3287_p_3.jpg 3287 p_3 hard
.\MVB_train\Image\3287_p_4.jpg 3287 p_4 hard
.\MVB_train\Image\3288_g_1.jpg 3288 g_1 others
.\MVB_train\Image\3288_g_2.jpg 3288 g_2 others
.\MVB_train\Image\3288_g_3.jpg 3288 g_3 others
.\MVB_train\Image\3288_p_4.jpg 3288 p_4 others
.\MVB_train\Image\3289_g_1.jpg 3289 g_1 hard
.\MVB_train\Image\3289_g_2.jpg 3289 g_2 hard
.\MVB_train\Image\3289_g_3.jpg 3289 g_3 hard
.\MVB_train\Image\3289_p_3.jpg 3289 p_3 hard
.\MVB_train\Image\3289_p_4.jpg 3289 p_4 hard
.\MVB_train\Image\3290_g_1.jpg 3290 g_1 hard
.\MVB_train\Image\3290_g_2.jpg 3290 g_2 hard
.\MVB_train\Image\3290_g_3.jpg 3290 g_3 hard
.\MVB_train\Image\3290_p_3.jpg 3290 p_3 hard
.\MVB_train\Image\3290_p_4.jpg 3290 p_4 hard
.\MVB_train\Image\3291_g_2.jpg 3291 g_2 hard
.\MVB_train\Image\3291_g_3.jpg 3291 g_3 hard
.\MVB_train\Image\3291_p_2.jpg 3291 p_2 hard
.\MVB_train\Image\3291_p_3.jpg 3291 p_3 hard
.\MVB_train\Image\3291_p_4.jpg 3291 p_4 hard
.\MVB_train\Image\3292_g_2.jpg 3292 g_2 hard
.\MVB_train\Image\3292_g_3.jpg 3292 g_3 hard
.\MVB_train\Image\3292_p_3.jpg 3292 p_3 hard
.\MVB_train\Image\3292_p_4.jpg 3292 p_4 hard
.\MVB_train\Image\3293_g_2.jpg 3293 g_2 hard
.\MVB_train\Image\3293_g_3.jpg 3293 g_3 hard
.\MVB_train\Image\3293_p_3.jpg 3293 p_3 hard
.\MVB_train\Image\3293_p_4.jpg 3293 p_4 hard
.\MVB_train\Image\3294_g_1.jpg 3294 g_1 hard
.\MVB_train\Image\3294_g_2.jpg 3294 g_2 hard
.\MVB_train\Image\3294_g_3.jpg 3294 g_3 hard
.\MVB_train\Image\3294_p_3.jpg 3294 p_3 hard
.\MVB_train\Image\3294_p_4.jpg 3294 p_4 hard
.\MVB_train\Image\3295_g_1.jpg 3295 g_1 hard
.\MVB_train\Image\3295_g_3.jpg 3295 g_3 hard
.\MVB_train\Image\3295_p_3.jpg 3295 p_3 hard
.\MVB_train\Image\3295_p_4.jpg 3295 p_4 hard
.\MVB_train\Image\3296_g_1.jpg 3296 g_1 hard
.\MVB_train\Image\3296_g_2.jpg 3296 g_2 hard
.\MVB_train\Image\3296_g_3.jpg 3296 g_3 hard
.\MVB_train\Image\3296_p_1.jpg 3296 p_1 hard
.\MVB_train\Image\3296_p_2.jpg 3296 p_2 hard
.\MVB_train\Image\3296_p_3.jpg 3296 p_3 hard
.\MVB_train\Image\3297_g_1.jpg 3297 g_1 hard
.\MVB_train\Image\3297_g_2.jpg 3297 g_2 hard
.\MVB_train\Image\3297_g_3.jpg 3297 g_3 hard
.\MVB_train\Image\3297_p_3.jpg 3297 p_3 hard
.\MVB_train\Image\3297_p_4.jpg 3297 p_4 hard
.\MVB_train\Image\3298_g_2.jpg 3298 g_2 hard
.\MVB_train\Image\3298_p_3.jpg 3298 p_3 hard
.\MVB_train\Image\3298_p_4.jpg 3298 p_4 hard
.\MVB_train\Image\3299_g_1.jpg 3299 g_1 hard
.\MVB_train\Image\3299_g_2.jpg 3299 g_2 hard
.\MVB_train\Image\3299_g_3.jpg 3299 g_3 hard
.\MVB_train\Image\3299_p_1.jpg 3299 p_1 hard
.\MVB_train\Image\3299_p_2.jpg 3299 p_2 hard
.\MVB_train\Image\3299_p_3.jpg 3299 p_3 hard
.\MVB_train\Image\3300_g_1.jpg 3300 g_1 paperboard
.\MVB_train\Image\3300_g_2.jpg 3300 g_2 paperboard
.\MVB_train\Image\3300_p_3.jpg 3300 p_3 paperboard
.\MVB_train\Image\3300_p_4.jpg 3300 p_4 paperboard
.\MVB_train\Image\3301_g_1.jpg 3301 g_1 hard
.\MVB_train\Image\3301_g_2.jpg 3301 g_2 hard
.\MVB_train\Image\3301_g_3.jpg 3301 g_3 hard
.\MVB_train\Image\3301_p_3.jpg 3301 p_3 hard
.\MVB_train\Image\3301_p_4.jpg 3301 p_4 hard
.\MVB_train\Image\3302_g_1.jpg 3302 g_1 hard
.\MVB_train\Image\3302_g_2.jpg 3302 g_2 hard
.\MVB_train\Image\3302_g_3.jpg 3302 g_3 hard
.\MVB_train\Image\3302_p_1.jpg 3302 p_1 hard
.\MVB_train\Image\3302_p_2.jpg 3302 p_2 hard
.\MVB_train\Image\3302_p_3.jpg 3302 p_3 hard
.\MVB_train\Image\3302_p_4.jpg 3302 p_4 hard
.\MVB_train\Image\3303_g_1.jpg 3303 g_1 hard
.\MVB_train\Image\3303_g_3.jpg 3303 g_3 hard
.\MVB_train\Image\3303_p_3.jpg 3303 p_3 hard
.\MVB_train\Image\3303_p_4.jpg 3303 p_4 hard
.\MVB_train\Image\3304_g_1.jpg 3304 g_1 hard
.\MVB_train\Image\3304_g_2.jpg 3304 g_2 hard
.\MVB_train\Image\3304_g_3.jpg 3304 g_3 hard
.\MVB_train\Image\3304_p_1.jpg 3304 p_1 hard
.\MVB_train\Image\3304_p_2.jpg 3304 p_2 hard
.\MVB_train\Image\3304_p_3.jpg 3304 p_3 hard
.\MVB_train\Image\3304_p_4.jpg 3304 p_4 hard
.\MVB_train\Image\3305_g_1.jpg 3305 g_1 hard
.\MVB_train\Image\3305_g_2.jpg 3305 g_2 hard
.\MVB_train\Image\3305_g_3.jpg 3305 g_3 hard
.\MVB_train\Image\3305_p_3.jpg 3305 p_3 hard
.\MVB_train\Image\3305_p_4.jpg 3305 p_4 hard
.\MVB_train\Image\3306_g_1.jpg 3306 g_1 hard
.\MVB_train\Image\3306_g_2.jpg 3306 g_2 hard
.\MVB_train\Image\3306_g_3.jpg 3306 g_3 hard
.\MVB_train\Image\3306_p_1.jpg 3306 p_1 hard
.\MVB_train\Image\3306_p_2.jpg 3306 p_2 hard
.\MVB_train\Image\3307_g_1.jpg 3307 g_1 hard
.\MVB_train\Image\3307_g_2.jpg 3307 g_2 hard
.\MVB_train\Image\3307_g_3.jpg 3307 g_3 hard
.\MVB_train\Image\3307_p_1.jpg 3307 p_1 hard
.\MVB_train\Image\3307_p_2.jpg 3307 p_2 hard
.\MVB_train\Image\3307_p_3.jpg 3307 p_3 hard
.\MVB_train\Image\3308_g_1.jpg 3308 g_1 soft
.\MVB_train\Image\3308_g_2.jpg 3308 g_2 soft
.\MVB_train\Image\3308_g_3.jpg 3308 g_3 soft
.\MVB_train\Image\3308_p_3.jpg 3308 p_3 soft
.\MVB_train\Image\3308_p_4.jpg 3308 p_4 soft
.\MVB_train\Image\3309_g_1.jpg 3309 g_1 hard
.\MVB_train\Image\3309_g_2.jpg 3309 g_2 hard
.\MVB_train\Image\3309_g_3.jpg 3309 g_3 hard
.\MVB_train\Image\3309_p_3.jpg 3309 p_3 hard
.\MVB_train\Image\3309_p_4.jpg 3309 p_4 hard
.\MVB_train\Image\3310_g_1.jpg 3310 g_1 hard
.\MVB_train\Image\3310_g_2.jpg 3310 g_2 hard
.\MVB_train\Image\3310_g_3.jpg 3310 g_3 hard
.\MVB_train\Image\3310_p_1.jpg 3310 p_1 hard
.\MVB_train\Image\3310_p_2.jpg 3310 p_2 hard
.\MVB_train\Image\3311_g_2.jpg 3311 g_2 soft
.\MVB_train\Image\3311_g_3.jpg 3311 g_3 soft
.\MVB_train\Image\3311_p_3.jpg 3311 p_3 soft
.\MVB_train\Image\3311_p_4.jpg 3311 p_4 soft
.\MVB_train\Image\3312_g_2.jpg 3312 g_2 soft
.\MVB_train\Image\3312_g_3.jpg 3312 g_3 soft
.\MVB_train\Image\3312_p_3.jpg 3312 p_3 soft
.\MVB_train\Image\3312_p_4.jpg 3312 p_4 soft
.\MVB_train\Image\3313_g_1.jpg 3313 g_1 hard
.\MVB_train\Image\3313_g_2.jpg 3313 g_2 hard
.\MVB_train\Image\3313_g_3.jpg 3313 g_3 hard
.\MVB_train\Image\3313_p_3.jpg 3313 p_3 hard
.\MVB_train\Image\3313_p_4.jpg 3313 p_4 hard
.\MVB_train\Image\3314_g_2.jpg 3314 g_2 soft
.\MVB_train\Image\3314_g_3.jpg 3314 g_3 soft
.\MVB_train\Image\3314_p_3.jpg 3314 p_3 soft
.\MVB_train\Image\3314_p_4.jpg 3314 p_4 soft
.\MVB_train\Image\3315_g_1.jpg 3315 g_1 hard
.\MVB_train\Image\3315_g_2.jpg 3315 g_2 hard
.\MVB_train\Image\3315_g_3.jpg 3315 g_3 hard
.\MVB_train\Image\3315_p_3.jpg 3315 p_3 hard
.\MVB_train\Image\3315_p_4.jpg 3315 p_4 hard
.\MVB_train\Image\3316_g_1.jpg 3316 g_1 hard
.\MVB_train\Image\3316_g_2.jpg 3316 g_2 hard
.\MVB_train\Image\3316_g_3.jpg 3316 g_3 hard
.\MVB_train\Image\3316_p_1.jpg 3316 p_1 hard
.\MVB_train\Image\3316_p_2.jpg 3316 p_2 hard
.\MVB_train\Image\3316_p_3.jpg 3316 p_3 hard
.\MVB_train\Image\3316_p_4.jpg 3316 p_4 hard
.\MVB_train\Image\3317_g_1.jpg 3317 g_1 hard
.\MVB_train\Image\3317_g_2.jpg 3317 g_2 hard
.\MVB_train\Image\3317_p_1.jpg 3317 p_1 hard
.\MVB_train\Image\3317_p_2.jpg 3317 p_2 hard
.\MVB_train\Image\3317_p_3.jpg 3317 p_3 hard
.\MVB_train\Image\3318_g_1.jpg 3318 g_1 hard
.\MVB_train\Image\3318_g_2.jpg 3318 g_2 hard
.\MVB_train\Image\3318_p_1.jpg 3318 p_1 hard
.\MVB_train\Image\3318_p_2.jpg 3318 p_2 hard
.\MVB_train\Image\3318_p_4.jpg 3318 p_4 hard
.\MVB_train\Image\3319_g_1.jpg 3319 g_1 paperboard
.\MVB_train\Image\3319_g_2.jpg 3319 g_2 paperboard
.\MVB_train\Image\3319_g_3.jpg 3319 g_3 paperboard
.\MVB_train\Image\3319_p_4.jpg 3319 p_4 paperboard
.\MVB_train\Image\3320_g_1.jpg 3320 g_1 hard
.\MVB_train\Image\3320_g_2.jpg 3320 g_2 hard
.\MVB_train\Image\3320_g_3.jpg 3320 g_3 hard
.\MVB_train\Image\3320_p_2.jpg 3320 p_2 hard
.\MVB_train\Image\3320_p_3.jpg 3320 p_3 hard
.\MVB_train\Image\3320_p_4.jpg 3320 p_4 hard
.\MVB_train\Image\3321_g_1.jpg 3321 g_1 hard
.\MVB_train\Image\3321_g_2.jpg 3321 g_2 hard
.\MVB_train\Image\3321_g_3.jpg 3321 g_3 hard
.\MVB_train\Image\3321_p_3.jpg 3321 p_3 hard
.\MVB_train\Image\3321_p_4.jpg 3321 p_4 hard
.\MVB_train\Image\3322_g_1.jpg 3322 g_1 hard
.\MVB_train\Image\3322_g_2.jpg 3322 g_2 hard
.\MVB_train\Image\3322_g_3.jpg 3322 g_3 hard
.\MVB_train\Image\3322_p_3.jpg 3322 p_3 hard
.\MVB_train\Image\3322_p_4.jpg 3322 p_4 hard
.\MVB_train\Image\3323_g_1.jpg 3323 g_1 soft
.\MVB_train\Image\3323_g_2.jpg 3323 g_2 soft
.\MVB_train\Image\3323_g_3.jpg 3323 g_3 soft
.\MVB_train\Image\3323_p_3.jpg 3323 p_3 soft
.\MVB_train\Image\3323_p_4.jpg 3323 p_4 soft
.\MVB_train\Image\3324_g_1.jpg 3324 g_1 paperboard
.\MVB_train\Image\3324_g_2.jpg 3324 g_2 paperboard
.\MVB_train\Image\3324_g_3.jpg 3324 g_3 paperboard
.\MVB_train\Image\3324_p_3.jpg 3324 p_3 paperboard
.\MVB_train\Image\3324_p_4.jpg 3324 p_4 paperboard
.\MVB_train\Image\3325_g_2.jpg 3325 g_2 soft
.\MVB_train\Image\3325_g_3.jpg 3325 g_3 soft
.\MVB_train\Image\3325_p_1.jpg 3325 p_1 soft
